label,connection_id,srtt,rtt,mdev,min_rtt,inflight,lost,retrans_out,sack_out,snd_cwnd,sk_pacing_rate,delivered
unknown,160.217.124.202,536,5883,500,112,270,0,0,0,270,637976542,1062617
unknown,160.217.124.202,933,6281,597,112,265,0,0,0,273,604190160,1097679
unknown,160.217.124.202,548,5529,615,112,241,0,0,0,268,673795333,1130884
unknown,160.217.124.202,542,4759,303,112,241,0,0,0,268,782814540,1166164
unknown,160.217.124.202,645,5440,179,112,225,0,0,0,269,687374117,1206799
unknown,160.217.124.202,701,5412,283,112,269,0,0,0,269,690930376,1243655
unknown,160.217.124.202,250,4189,506,112,142,0,0,0,142,471213559,1279249
unknown,160.217.124.202,734,5214,486,112,229,0,0,0,229,610526121,1308372
unknown,160.217.124.202,431,5112,414,112,271,0,0,0,271,736916431,1342564
unknown,160.217.124.202,721,5357,374,112,264,0,0,0,264,685049691,1377291
unknown,160.217.124.202,256,6225,399,112,271,0,0,0,271,605159325,1414564
unknown,160.217.124.202,553,4321,496,112,225,0,0,0,254,817126405,1452814
unknown,160.217.124.202,588,4794,458,112,225,0,0,0,254,736504630,1489984
unknown,160.217.124.202,513,4477,369,112,225,0,0,0,249,773129148,1526704
unknown,160.217.124.202,578,4741,136,112,225,0,0,0,263,771126429,1562389
unknown,160.217.124.202,402,3565,331,112,145,0,0,0,163,635576549,1596139
unknown,160.217.124.202,182,2986,247,112,128,0,0,0,128,595881580,1627999
unknown,160.217.124.202,458,3958,300,112,204,0,0,0,215,755096513,1662154
unknown,160.217.124.202,421,3487,247,112,251,0,0,0,261,1040467106,1707514
unknown,160.217.124.202,481,4682,340,112,270,0,0,0,283,840223494,1754809
unknown,160.217.124.202,524,3821,328,112,270,0,0,0,292,1062296152,1808944
unknown,160.217.124.202,370,4030,181,112,270,0,0,0,271,934768436,1858534
unknown,160.217.124.202,530,3407,307,112,225,0,0,0,262,1068978456,1904884
unknown,160.217.124.202,517,4509,123,112,225,0,0,0,263,810802927,1952494
