label,connection_id,srtt,rtt,mdev,min_rtt,inflight,lost,retrans_out,sack_out,snd_cwnd,sk_pacing_rate,delivered
unknown,160.217.166.30,1612,12498,283,493,138,0,0,0,138,124651405,222389
unknown,160.217.166.30,1522,12016,262,493,104,0,0,0,138,124885950,230749
unknown,160.217.166.30,1597,12269,423,493,138,0,0,0,138,125582948,239041
unknown,160.217.166.30,1576,12192,292,493,105,0,0,0,138,126310395,247400
unknown,160.217.166.30,1517,12170,314,493,104,0,0,0,138,129442696,255727
unknown,160.217.166.30,1748,12535,525,493,138,0,0,0,138,129442696,263973
unknown,160.217.166.30,1636,12157,515,493,138,0,0,0,142,127024069,272391
unknown,160.217.166.30,1863,13139,681,493,138,0,0,0,166,126385811,280763
unknown,160.217.166.30,1543,12236,305,493,104,0,0,0,138,123471959,289123
unknown,160.217.166.30,1588,12356,306,493,103,0,0,0,138,126160309,297496
unknown,160.217.166.30,1620,12568,261,493,138,0,0,0,138,153123292,305833
unknown,160.217.166.30,2138,16586,315,493,184,0,0,0,191,153123292,314205
unknown,160.217.166.30,1600,12261,315,493,104,0,0,0,138,130812632,322611
unknown,160.217.166.30,1447,12325,330,493,138,0,0,0,144,126958194,330995
unknown,160.217.166.30,1739,12498,566,493,138,0,0,0,143,126958194,339321
unknown,160.217.166.30,1569,11628,435,493,138,0,0,0,141,119087284,347601
unknown,160.217.166.30,1540,11983,313,493,138,0,0,0,138,119680823,355973
unknown,160.217.166.30,1736,13350,605,493,150,0,0,0,207,139277414,364149
unknown,160.217.166.30,1628,12345,296,493,138,0,0,0,138,139277414,372487
unknown,160.217.166.30,1567,11705,458,493,150,0,0,0,162,124788880,380847
unknown,160.217.166.30,1564,12083,353,493,103,0,0,0,138,127229410,389174
unknown,160.217.166.30,1414,12744,426,493,120,0,0,0,151,127229410,391825
unknown,160.217.166.30,1363,11752,373,493,121,0,0,0,138,125099505,398310
unknown,160.217.166.30,447,4386,474,365,17,0,0,0,17,125099505,401646
unknown,160.217.166.30,512,4306,251,365,17,0,0,0,17,125099505,404381
unknown,160.217.166.30,1652,12267,457,365,138,0,0,0,138,125099505,409885
unknown,160.217.166.30,1601,12283,385,365,138,0,0,0,144,125697026,412645
unknown,160.217.166.30,1624,12181,349,365,138,0,0,0,138,125697026,421063
unknown,160.217.166.30,1490,11410,466,365,103,0,0,0,138,124386162,429424
unknown,160.217.166.30,1636,12141,335,365,103,0,0,0,138,127747865,437750
unknown,160.217.166.30,1628,12134,315,365,138,0,0,0,138,127747865,446087
unknown,160.217.166.30,1531,12132,341,365,103,0,0,0,138,127691282,454494
unknown,160.217.166.30,1332,12038,430,365,122,0,0,0,138,121574524,462847
