label,connection_id,srtt,rtt,mdev,min_rtt,inflight,lost,retrans_out,sack_out,snd_cwnd,sk_pacing_rate,delivered
unknown,160.217.166.30,504,5614,819,311,19,0,0,0,21,50489775,104904
unknown,160.217.166.30,570,4784,292,311,23,0,0,0,23,64892307,108535
unknown,160.217.166.30,641,4764,233,311,22,0,0,0,27,76497732,111904
unknown,160.217.166.30,489,4280,88,311,15,0,0,0,22,69380186,116781
unknown,160.217.166.30,626,4658,276,311,16,0,0,0,21,60852211,119479
unknown,160.217.166.30,561,4637,171,311,23,0,0,0,23,66949493,123727
unknown,160.217.166.30,572,4906,254,311,22,0,0,0,22,60527354,126795
unknown,160.217.166.30,595,4343,219,311,22,0,0,0,22,68373750,130751
unknown,160.217.166.30,685,5395,324,311,26,0,0,0,27,67550546,134340
unknown,160.217.166.30,699,5699,234,311,34,0,0,0,34,80526127,138443
unknown,160.217.166.30,484,4762,247,311,26,0,0,0,26,73695422,142909
unknown,160.217.166.30,749,5288,314,311,25,0,0,0,25,63812405,147079
unknown,160.217.166.30,451,4454,321,311,16,0,0,0,19,57578446,151081
unknown,160.217.166.30,626,5286,177,311,33,0,0,0,33,84264245,154267
unknown,160.217.166.30,528,4908,327,311,19,0,0,0,27,74253300,159285
unknown,160.217.166.30,684,5201,387,311,24,0,0,0,25,64879830,163369
unknown,160.217.166.30,563,5172,453,311,25,0,0,0,25,65243619,167142
unknown,160.217.166.30,444,4569,185,311,22,0,0,0,26,76808404,169911
unknown,160.217.166.30,500,4270,147,311,18,0,0,0,18,56898548,174593
unknown,160.217.166.30,525,4463,250,311,20,0,0,0,26,78632668,178467
unknown,160.217.166.30,465,4525,467,311,20,0,0,0,20,59657900,182285
unknown,160.217.166.30,625,4819,269,311,19,0,0,0,26,72823739,185321
unknown,160.217.166.30,450,4629,317,311,26,0,0,0,26,75812832,189139
unknown,160.217.166.30,719,6828,535,311,25,0,0,0,32,63257644,193208
unknown,160.217.166.30,593,4372,223,311,21,0,0,0,24,74094784,196708
unknown,160.217.166.30,589,5112,333,311,19,0,0,0,25,66009389,200473
unknown,160.217.166.30,564,4745,179,311,23,0,0,0,23,65425669,204525
unknown,160.217.166.30,741,5754,160,311,23,0,0,0,33,77410636,208636
unknown,160.217.166.30,626,5002,151,311,23,0,0,0,28,75556337,210368
unknown,160.217.166.30,616,5451,201,311,24,0,0,0,32,79237424,214754
unknown,160.217.166.30,555,4760,348,311,23,0,0,0,23,65219495,218919
unknown,160.217.166.30,690,5144,327,311,32,0,0,0,32,83966407,222239
unknown,160.217.166.30,737,5098,418,311,23,0,0,0,23,60895409,227490
unknown,160.217.166.30,480,4316,189,311,22,0,0,0,22,68801482,229882
unknown,160.217.166.30,511,4301,291,311,17,0,0,0,17,53350197,234759
unknown,160.217.166.30,540,3879,161,311,17,0,0,0,17,59154215,237656
unknown,160.217.166.30,540,4050,206,306,20,0,0,0,22,73320296,242351
unknown,160.217.166.30,504,4455,360,306,20,0,0,0,20,60595286,245984
unknown,160.217.166.30,613,5142,280,306,15,0,0,0,15,39374562,249754
unknown,160.217.166.30,575,5073,271,306,21,0,0,0,27,71838202,253942
unknown,160.217.166.30,487,4117,293,306,20,0,0,0,20,65570075,257438
unknown,160.217.166.30,631,4524,287,306,22,0,0,0,26,77572413,261248
unknown,160.217.166.30,534,5084,700,306,18,0,0,0,19,50443430,264607
unknown,160.217.166.30,600,5013,240,306,19,0,0,0,22,59235427,268480
unknown,160.217.166.30,472,4121,310,306,15,0,0,0,15,49129822,272703
unknown,160.217.166.30,621,4675,281,306,18,0,0,0,22,63518117,275887
unknown,160.217.166.30,601,4741,88,306,20,0,0,0,29,82562834,279795
unknown,160.217.166.30,656,4966,355,306,19,0,0,0,27,73386065,282832
unknown,160.217.166.30,440,4338,171,306,22,0,0,0,22,68452558,287980
unknown,160.217.166.30,616,4685,376,306,26,0,0,0,26,74906638,290875
unknown,160.217.166.30,702,5041,320,306,23,0,0,0,23,61583971,296393
unknown,160.217.166.30,543,4662,543,306,19,0,0,0,21,60800000,299162
unknown,160.217.166.30,481,4128,144,306,21,0,0,0,21,68665116,300305
unknown,160.217.166.30,710,9386,2919,306,32,0,0,0,40,57522267,304742
unknown,160.217.166.30,512,4149,178,306,21,0,0,0,21,68317570,309081
unknown,160.217.166.30,402,4029,274,306,17,0,0,0,17,56951898,312705
unknown,160.217.166.30,786,6288,445,306,25,0,0,0,26,55810687,316260
unknown,160.217.166.30,869,6280,875,306,28,0,0,0,28,60180382,320189
unknown,160.217.166.30,708,6084,493,306,28,0,0,0,28,62119132,324035
unknown,160.217.166.30,685,4771,203,306,23,0,0,0,27,76385495,328243
unknown,160.217.166.30,520,4036,198,306,22,0,0,0,22,73574628,332195
unknown,160.217.166.30,550,4594,319,306,20,0,0,0,27,79328515,335652
unknown,160.217.166.30,631,5366,387,306,27,0,0,0,27,67915616,339561
unknown,160.217.166.30,553,5036,243,306,32,0,0,0,32,85767116,343801
unknown,160.217.166.30,537,5453,469,306,29,0,0,0,29,71782578,347861
unknown,160.217.166.30,580,4289,443,306,16,0,0,0,21,66087572,351907
unknown,160.217.166.30,553,4838,456,306,23,0,0,0,23,64168003,355817
unknown,160.217.166.30,583,4755,240,306,23,0,0,0,23,65288075,359243
unknown,160.217.166.30,408,4720,209,306,24,0,0,0,29,82930169,363581
unknown,160.217.166.30,706,5497,278,306,29,0,0,0,30,73663452,367690
unknown,160.217.166.30,701,6128,511,306,18,0,0,0,20,44052219,372149
unknown,160.217.166.30,631,4572,154,306,23,0,0,0,23,67901312,375558
unknown,160.217.166.30,601,4875,160,306,23,0,0,0,28,77524676,379819
unknown,160.217.166.30,500,4280,160,306,24,0,0,0,24,75687476,383941
unknown,160.217.166.30,462,4937,538,306,20,0,0,0,21,57413327,387685
unknown,160.217.166.30,597,4896,224,306,30,0,0,0,30,82705882,391424
unknown,160.217.166.30,676,6699,811,306,19,0,0,0,27,54401433,395551
unknown,160.217.166.30,826,5871,469,306,24,0,0,0,27,62073786,399450
unknown,160.217.166.30,413,4784,306,306,21,0,0,0,25,70535117,403258
unknown,160.217.166.30,620,5907,870,306,20,0,0,0,27,61695479,407412
